DISTANCE	RL	AIR	ADR	IR	DR	AVG_GAP_SIZE	MSA_LEN	MSA_MAX_LEN	MSA_MIN_LEN	TOT_NUM_GAPS	NUM_GAPS_LEN_ONE	NUM_GAPS_LEN_TWO	NUM_GAPS_LEN_THREE	NUM_GAPS_LEN_AT_LEAST_FOUR	AVG_UNIQUE_GAP_SIZE	TOT_NUM_UNIQE_GAPS	NUM_GAPS_LEN_ONE_POS_1_GAPS	NUM_GAPS_LEN_ONE_POS_2_GAPS	NUM_GAPS_LEN_ONE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_TWO_POS_1_GAPS	NUM_GAPS_LEN_TWO_POS_2_GAPS	NUM_GAPS_LEN_TWO_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_THREE_POS_1_GAPS	NUM_GAPS_LEN_THREE_POS_2_GAPS	NUM_GAPS_LEN_THREE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_2_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_N_MINUS_1_GAPS	MSA_POSITION_WITH_0_GAPS	MSA_POSITION_WITH_1_GAPS	MSA_POSITION_WITH_2_GAPS	MSA_POSITION_WITH_N_MINUS_1_GAPS
input_msa						10.0	140	138	76	23	6	0	1	16	8.2	10	2	0	1	0	0	0	1	0	0	2	1	3	68	14	3	45
input_msa						12.2759	192	153	92	29	1	0	1	27	12.3846	13	1	0	0	0	0	0	1	0	0	4	2	4	75	15	17	52
input_msa						1.52941	87	84	81	17	12	1	4	0	1.6	5	0	0	3	1	0	0	0	0	1	0	0	0	79	2	0	6
input_msa						7.61538	199	170	145	26	7	3	0	16	8.41667	12	0	0	1	1	1	0	0	0	0	5	0	2	118	32	7	26
input_msa						5.36842	126	110	104	19	9	0	1	9	4.625	8	2	0	1	0	0	0	1	0	0	1	0	2	89	15	0	21
input_msa						5.38095	122	101	98	21	8	8	0	5	5.5	8	1	0	1	1	0	1	0	0	0	1	0	1	80	18	0	23
input_msa						18.4667	130	102	61	15	2	0	1	12	14.4	5	0	1	0	0	0	0	1	0	0	0	0	3	58	3	1	68
input_msa						14.5333	99	99	31	15	0	7	0	8	13.0	7	0	0	0	0	2	0	0	0	0	2	1	1	27	20	5	47
input_msa						4.81818	96	93	78	11	0	2	3	6	5.0	6	0	0	0	0	1	0	1	1	0	2	0	1	68	19	1	8
input_msa						7.80952	96	86	33	21	8	6	0	7	7.81818	11	2	1	1	1	1	0	0	0	0	1	3	0	32	1	41	15
input_msa						15.5789	184	146	102	19	7	0	0	12	18.25	8	0	0	1	0	0	0	0	0	0	3	1	1	64	55	0	46
input_msa						4.15789	139	123	100	38	9	10	6	13	4.125	16	1	0	2	2	1	0	2	0	1	2	0	2	85	12	3	23
input_msa						10.2609	188	157	116	23	9	2	0	12	10.2143	14	1	0	2	2	0	0	0	0	0	8	0	1	80	47	25	31
input_msa						2.40741	90	82	69	27	14	4	5	4	3.63636	11	0	0	2	0	0	1	1	0	1	4	0	0	59	15	7	9
input_msa						8.33333	90	73	60	12	2	0	0	10	9.6	5	0	1	0	0	0	0	0	0	0	2	0	2	43	29	0	17
input_msa						12.6957	155	118	82	23	8	1	1	13	11.2727	11	1	0	1	1	0	0	1	0	0	3	0	1	62	23	0	59
input_msa						10.2778	208	167	121	36	7	5	5	19	11.5	18	1	1	1	1	0	1	1	0	1	7	1	1	88	32	2	76
input_msa						18.7857	160	129	102	14	2	1	1	10	12.375	8	0	1	0	1	0	0	1	0	0	2	2	1	71	30	1	57
input_msa						25.0	51	51	26	1	0	0	0	1	25.0	1	0	0	0	0	0	0	0	0	0	1	0	0	26	25	0	0
input_msa						11.4545	150	126	67	22	4	2	0	16	9.58333	12	0	2	0	2	0	0	0	0	0	4	1	1	54	31	13	39
input_msa						5.375	112	106	84	16	6	0	1	9	4.44444	9	3	0	0	0	0	0	1	0	0	2	0	1	75	20	0	15
input_msa						2.375	92	87	83	16	8	1	0	7	2.0	7	2	0	0	1	0	0	0	0	0	0	0	1	78	4	0	4
input_msa						6.0	106	88	67	23	7	0	4	12	6.25	12	2	1	0	0	0	0	1	0	0	3	1	1	50	23	2	18
input_msa						10.875	92	91	47	8	1	0	0	7	10.2857	7	1	0	0	0	0	0	0	0	0	5	1	0	38	29	18	1
input_msa						1.2	73	72	67	10	8	2	0	0	1.4	5	1	0	1	2	0	0	0	0	0	0	0	0	66	5	0	1
input_msa						33.125	99	91	15	8	3	0	0	5	22.8333	6	3	0	0	0	0	0	0	0	0	1	2	0	9	6	37	44
input_msa						8.98276	280	205	110	58	11	7	6	34	9.91304	23	0	0	2	3	0	1	2	0	1	4	1	4	110	25	8	69
input_msa						3.76471	94	85	77	17	1	3	4	9	3.77778	9	1	0	0	1	1	0	0	0	1	3	1	1	65	12	6	7
input_msa						1.52941	86	85	76	17	14	0	2	1	2.0	7	1	1	2	0	0	0	0	1	0	1	0	0	73	7	2	3
input_msa						5.0	154	147	105	18	2	2	8	6	6.88889	9	0	1	0	2	0	0	1	0	1	2	0	1	96	47	0	10
input_msa						7.95652	161	143	96	23	12	1	0	10	8.33333	15	4	1	0	1	0	0	0	0	0	4	3	0	58	55	28	12
input_msa						16.5833	103	103	47	12	0	0	1	11	14.75	4	0	0	0	0	0	0	1	0	0	0	0	2	47	0	0	31
input_msa						7.75	146	136	92	28	20	0	1	7	6.55556	9	1	0	4	0	0	0	1	0	0	0	0	1	90	1	0	51
input_msa						2.17647	107	104	90	17	7	6	3	1	2.44444	9	2	1	0	2	0	1	0	0	0	1	0	0	87	13	1	4
input_msa						1.83333	104	104	99	6	3	1	2	0	1.6	5	3	0	0	1	0	0	0	1	0	0	0	0	96	5	3	0
input_msa						7.24	110	98	65	25	10	2	0	13	5.27273	11	3	2	0	0	1	0	0	0	0	1	0	3	55	11	1	39
input_msa						2.80952	99	96	79	21	16	0	1	4	3.77778	9	0	2	3	0	0	0	1	0	0	2	1	0	76	2	10	4
input_msa						7.41667	72	63	42	12	4	0	0	8	10.0	7	0	0	1	0	0	0	0	0	0	5	0	0	23	27	13	9
input_msa						10.1786	164	158	93	28	7	6	0	15	10.25	12	1	1	1	0	1	1	0	0	0	3	1	1	85	7	4	66
input_msa						9.125	85	71	41	16	2	0	1	13	10.4	10	2	0	0	0	0	0	1	0	0	4	1	1	32	9	17	22
input_msa						6.0	92	92	59	7	3	0	0	4	6.0	7	3	0	0	0	0	0	0	0	0	4	0	0	58	26	8	0
input_msa						2.6	75	75	65	5	4	0	0	1	3.66667	3	1	0	0	0	0	0	0	0	0	1	0	0	64	10	0	0
input_msa						18.1818	121	118	62	11	1	0	4	6	17.5	6	1	0	0	0	0	0	0	0	1	3	0	0	59	16	0	46
input_msa						12.95	146	139	74	20	3	1	4	12	12.7	10	1	1	0	1	0	0	1	0	0	0	4	1	70	4	14	53
input_msa						4.7	121	102	81	30	10	4	4	12	4.41667	12	1	1	1	0	0	1	1	0	0	2	0	1	76	8	1	23
input_msa						7.82353	145	134	100	17	2	4	0	11	7.125	8	2	0	0	0	0	1	0	0	0	2	0	0	93	15	0	7
input_msa						9.4	96	78	47	20	5	1	0	14	7.77778	9	1	0	1	1	0	0	0	0	0	3	0	2	41	6	0	35
input_msa						18.5	94	94	57	2	1	0	0	1	18.5	2	1	0	0	0	0	0	0	0	0	1	0	0	57	37	0	0
input_msa						14.75	187	171	87	16	3	0	1	12	13.75	12	3	0	0	0	0	0	1	0	0	5	2	0	73	54	4	6
input_msa						1.33333	91	90	87	12	8	4	0	0	1.25	4	1	0	1	0	0	1	0	0	0	0	0	0	86	1	0	3
input_msa						2.25	111	106	98	20	7	3	9	1	2.57143	7	0	0	1	0	0	0	0	1	1	1	0	0	96	2	0	4
input_msa						28.5938	334	247	82	32	1	10	1	20	26.7647	17	1	0	0	2	0	2	1	0	0	7	1	2	67	42	7	205
input_msa						7.14286	80	74	54	14	0	3	6	5	5.33333	6	0	0	0	1	1	0	0	1	1	1	0	1	48	6	5	21
input_msa						3.0	93	84	78	19	9	3	1	6	3.25	8	1	0	2	0	0	0	1	0	0	2	0	1	70	10	2	10
input_msa						4.0	104	98	91	10	4	1	0	5	5.0	5	0	0	1	1	0	0	0	0	0	1	2	0	84	12	2	6
input_msa						22.8889	72	62	11	9	0	0	2	7	21.6	5	0	0	0	0	0	0	0	1	0	1	3	0	10	1	15	37
input_msa						7.88889	94	88	69	9	1	1	1	6	8.125	8	1	0	0	1	0	0	1	0	0	4	1	0	58	10	18	1
input_msa						1.4	85	84	82	5	4	0	1	0	2.0	2	0	0	1	0	0	0	1	0	0	0	0	0	81	3	0	1
input_msa						3.10526	98	93	61	19	11	0	5	3	4.77778	9	1	1	2	0	0	0	1	0	1	3	0	0	55	37	1	5
input_msa						9.63889	191	158	92	36	14	6	0	16	13.6667	18	3	2	1	0	1	1	0	0	0	6	1	2	63	41	6	51
input_msa						3.76923	118	112	102	13	5	0	4	4	4.66667	6	1	0	1	0	0	0	1	0	0	1	0	0	96	12	0	7
input_msa						4.46429	144	139	78	28	12	0	4	12	6.46154	13	1	0	2	0	0	0	0	2	0	4	2	1	71	52	2	12
input_msa						8.0	163	135	79	39	8	5	9	17	10.1579	19	0	1	0	1	2	0	1	2	1	4	3	1	56	24	15	54
input_msa						11.7143	86	86	49	7	2	1	0	4	13.5	6	0	1	0	1	0	0	0	0	0	4	0	0	17	57	11	0
input_msa						5.59091	114	109	76	22	12	4	2	4	7.09091	11	0	1	1	1	0	0	2	0	0	2	1	0	58	17	17	6
input_msa						7.0	98	96	59	17	8	1	0	8	10.5	8	0	0	2	1	0	0	0	0	0	2	3	0	58	6	11	22
input_msa						3.19048	85	79	67	21	7	4	4	6	3.6	10	1	1	1	1	0	0	0	0	1	3	0	0	55	12	5	6
input_msa						1.82353	92	87	84	17	9	3	4	1	2.0	10	1	2	1	3	0	0	1	0	0	1	0	0	77	7	3	3
input_msa						11.0857	230	196	90	35	3	5	0	27	15.2353	17	0	0	0	0	1	0	0	0	0	9	0	3	64	80	1	51
input_msa						14.0	98	92	52	13	4	0	0	9	8.66667	6	2	1	0	0	0	0	0	0	0	1	0	2	46	8	1	43
input_msa						14.5	79	79	50	8	4	0	0	4	14.5	2	0	0	1	0	0	0	0	0	0	0	0	1	50	0	0	29
input_msa						6.22727	103	92	70	22	3	10	0	9	5.77778	9	1	1	0	0	1	2	0	0	0	2	0	1	57	14	2	29
input_msa						4.44828	106	91	73	29	5	9	4	11	4.66667	12	1	2	0	1	0	2	0	0	1	2	1	1	69	3	2	26
input_msa						5.96552	140	113	96	29	3	6	7	13	7.8	15	0	0	0	1	1	0	0	0	1	5	4	0	59	46	4	26
input_msa						4.42105	106	95	86	19	7	3	0	9	3.5	10	3	0	1	1	1	0	0	0	0	2	0	1	72	14	3	13
input_msa						4.5	108	100	83	20	4	1	4	11	5.44444	9	0	0	1	1	0	0	0	0	1	3	2	1	76	7	4	12
input_msa						3.71429	110	101	91	21	9	1	3	8	3.26667	15	5	0	1	1	0	0	3	0	0	3	1	0	74	15	8	8
input_msa						8.33333	78	61	31	18	2	0	0	16	8.66667	9	2	0	0	0	0	0	0	0	0	2	2	1	27	16	2	31
input_msa						3.5	86	86	72	16	4	4	4	4	3.5	4	0	0	1	0	0	1	0	0	1	0	0	1	72	0	0	14
input_msa						3.9375	90	84	55	16	7	1	2	6	4.9	10	1	1	1	1	0	0	2	0	0	3	0	0	52	26	5	6
input_msa						3.62963	97	84	65	27	9	3	5	10	4.15385	13	3	1	1	0	0	0	2	0	0	2	0	2	52	23	3	12
input_msa						7.35294	128	127	73	17	1	5	3	8	8.4	10	1	0	0	1	0	1	1	1	0	3	1	0	65	25	16	2
input_msa						9.14286	191	172	138	21	12	0	0	9	7.77778	9	2	1	2	0	0	0	0	0	0	2	0	1	131	8	1	29
input_msa						11.9667	405	347	116	60	22	3	2	33	14.9706	34	1	1	1	3	0	0	2	0	0	13	5	1	75	157	34	76
input_msa						9.33333	80	66	52	9	4	0	0	5	14.0	3	0	0	1	0	0	0	0	0	0	1	0	1	38	28	0	14
input_msa						34.8	120	120	32	10	0	2	0	8	29.3333	3	0	0	0	0	1	0	0	0	0	0	0	2	32	0	2	86
input_msa						12.5	206	169	111	28	8	0	5	15	11.0	12	1	0	1	0	0	0	1	0	1	4	0	2	103	8	0	57
input_msa						1.82353	94	89	86	17	6	8	3	0	1.71429	7	2	0	1	1	0	1	0	0	0	0	0	0	82	4	0	3
input_msa						11.7931	172	112	87	29	2	7	0	20	15.1333	15	0	1	0	1	1	1	0	0	0	6	1	0	39	39	34	55
input_msa						7.61538	95	79	72	13	5	3	0	5	8.0	9	2	0	0	1	1	0	0	0	0	3	1	0	54	15	7	13
input_msa						11.0	74	74	53	2	1	0	0	1	11.0	2	1	0	0	0	0	0	0	0	0	1	0	0	53	20	1	0
input_msa						2.45161	109	108	87	31	14	12	0	5	2.66667	9	0	1	3	0	0	3	0	0	0	1	0	1	86	5	0	17
input_msa						5.26316	74	67	50	19	6	0	4	9	5.0	6	0	1	1	0	0	0	0	0	1	1	0	2	44	6	1	23
input_msa						2.0	80	80	78	4	0	4	0	0	2.0	1	0	0	0	0	0	1	0	0	0	0	0	0	78	0	0	2
input_msa						9.07407	153	125	77	27	8	0	2	17	13.0769	13	0	2	1	0	0	0	0	1	0	5	2	2	60	19	30	34
input_msa						6.22222	47	44	10	9	3	0	4	2	11.25	4	0	0	0	0	0	0	0	0	1	2	0	0	7	32	4	4
input_msa						7.0303	169	158	86	33	8	10	0	15	8.46667	15	1	0	1	1	1	1	0	0	0	5	1	2	71	42	5	27
input_msa						10.5556	116	98	56	18	4	0	2	12	12.1818	11	0	0	1	0	0	0	0	1	0	7	1	0	51	16	4	31
input_msa						3.5	76	73	60	18	9	5	0	4	3.0	6	1	0	2	1	0	1	0	0	0	0	0	1	58	3	0	15
input_msa						5.0	76	76	71	4	0	0	0	4	5.0	1	0	0	0	0	0	0	0	0	0	0	0	1	71	0	0	5
input_msa						7.13636	122	100	87	22	2	9	1	10	6.66667	9	0	1	0	0	1	1	1	0	0	2	0	2	67	20	1	33
input_msa						2.625	88	87	74	8	5	0	2	1	3.6	5	1	0	1	0	0	0	2	0	0	1	0	0	70	17	0	1
input_msa						15.2	131	124	49	20	7	1	0	12	12.6667	9	0	0	1	1	0	0	0	0	0	2	3	1	43	12	6	70
input_msa						5.25	174	156	107	28	12	5	1	10	6.13333	15	3	1	1	0	1	0	1	0	0	4	1	1	89	62	3	19
input_msa						9.28571	108	84	76	14	0	5	2	7	10.0	6	0	0	0	1	0	1	0	1	0	1	1	1	51	32	1	24
input_msa						8.11111	102	99	70	9	0	2	4	3	12.4	5	0	0	0	0	1	0	0	0	1	3	0	0	42	55	0	3
input_msa						4.6	74	71	69	5	0	0	1	4	4.0	2	0	0	0	0	0	0	1	0	0	0	0	1	66	3	0	5
input_msa						5.88889	55	52	23	9	3	2	0	4	6.16667	6	3	0	0	0	1	0	0	0	0	1	0	0	21	24	1	0
input_msa						4.76923	83	81	68	13	4	1	0	8	4.25	4	0	0	1	1	0	0	0	0	0	0	0	2	66	2	0	15
input_msa						16.6	161	146	71	20	4	2	0	14	12.2222	9	0	2	0	2	0	0	0	0	0	1	0	1	71	1	1	65
input_msa						23.0769	141	129	60	13	0	3	0	10	15.5	6	0	0	0	0	0	0	0	0	0	2	2	1	50	10	17	64
input_msa						13.6087	141	102	64	23	9	6	1	7	13.3846	13	1	2	1	2	0	1	1	0	0	4	0	0	28	40	4	58
input_msa						10.2326	298	263	166	43	11	3	4	25	12.1852	27	0	2	1	1	1	0	2	1	0	14	2	1	106	71	50	56
input_msa						6.1	109	96	76	20	5	3	0	12	7.27273	11	1	0	1	1	1	0	0	0	0	4	1	0	59	7	21	7
input_msa						9.11111	178	150	92	27	2	10	0	15	10.0	14	2	0	0	1	1	1	0	0	0	5	0	1	70	56	3	37
input_msa						2.6875	84	80	59	16	10	4	1	1	4.42857	7	1	1	1	0	0	1	1	0	0	1	0	0	55	23	2	4
input_msa						4.37209	139	126	92	43	8	3	12	20	4.22222	18	2	1	1	1	1	0	0	0	3	4	1	2	79	12	4	36
input_msa						5.16667	95	91	76	12	4	1	4	3	7.0	5	0	0	1	1	0	0	0	0	1	1	1	0	74	2	1	4
input_msa						25.25	92	80	42	8	1	1	0	6	18.0	6	1	0	0	1	0	0	0	0	0	2	2	0	30	14	2	46
input_msa						4.09524	108	102	78	21	10	2	5	4	4.58333	12	2	2	1	2	0	0	1	0	1	2	1	0	64	20	11	5
input_msa						7.0	120	113	80	10	0	1	0	9	7.0	7	0	0	0	1	0	0	0	0	0	5	0	1	73	38	2	7
input_msa						8.80769	179	163	67	26	6	2	2	16	12.4375	16	1	1	0	0	1	0	0	1	0	9	0	1	60	56	35	19
input_msa						4.36842	81	72	45	19	5	8	0	6	6.88889	9	1	0	1	0	2	1	0	0	0	3	0	0	35	25	12	7
input_msa						2.75	74	71	64	12	4	3	1	4	3.28571	7	0	0	1	1	1	0	1	0	0	2	1	0	58	6	6	3
input_msa						19.52	213	165	92	25	7	1	2	15	24.0	16	1	1	1	1	0	0	2	0	0	5	5	0	40	47	25	88
input_msa						1.0	98	98	95	6	6	0	0	0	1.0	4	3	0	0	0	0	0	0	0	0	0	0	0	94	3	0	0
input_msa						8.56667	158	142	96	30	11	2	0	17	10.0	12	0	0	2	2	0	0	0	0	0	3	0	2	74	24	0	53
input_msa						4.07143	108	106	75	14	0	8	0	6	5.83333	6	0	0	0	0	0	2	0	0	0	3	0	0	73	26	0	4
input_msa						11.6731	354	307	159	52	10	2	0	40	16.8636	22	0	0	1	0	1	0	0	0	0	8	2	4	108	94	44	101
