DISTANCE	RL	AIR	ADR	IR	DR	AVG_GAP_SIZE	MSA_LEN	MSA_MAX_LEN	MSA_MIN_LEN	TOT_NUM_GAPS	NUM_GAPS_LEN_ONE	NUM_GAPS_LEN_TWO	NUM_GAPS_LEN_THREE	NUM_GAPS_LEN_AT_LEAST_FOUR	AVG_UNIQUE_GAP_SIZE	TOT_NUM_UNIQE_GAPS	NUM_GAPS_LEN_ONE_POS_1_GAPS	NUM_GAPS_LEN_ONE_POS_2_GAPS	NUM_GAPS_LEN_ONE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_TWO_POS_1_GAPS	NUM_GAPS_LEN_TWO_POS_2_GAPS	NUM_GAPS_LEN_TWO_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_THREE_POS_1_GAPS	NUM_GAPS_LEN_THREE_POS_2_GAPS	NUM_GAPS_LEN_THREE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_2_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_N_MINUS_1_GAPS	MSA_POSITION_WITH_0_GAPS	MSA_POSITION_WITH_1_GAPS	MSA_POSITION_WITH_2_GAPS	MSA_POSITION_WITH_N_MINUS_1_GAPS
input_msa						13.4	116	100	55	15	3	0	0	12	13.1	10	1	1	0	0	0	0	0	0	0	5	2	0	45	10	10	18
input_msa						16.1739	186	161	74	23	6	1	8	8	15.0	11	4	1	0	1	0	0	0	0	2	0	2	1	71	3	38	71
input_msa						1.5	75	75	72	2	1	1	0	0	1.5	2	1	0	0	1	0	0	0	0	0	0	0	0	72	3	0	0
input_msa						6.4	120	114	68	30	4	8	0	18	7.45455	11	0	0	1	0	2	1	0	0	0	2	2	3	61	10	6	41
input_msa						5.27586	122	97	84	29	6	1	4	18	5.06667	15	2	0	1	1	0	0	1	0	0	5	1	2	58	29	8	27
input_msa						9.28571	83	83	65	7	0	0	0	7	8.75	4	0	0	0	0	0	0	0	0	0	2	1	0	48	18	4	0
input_msa						4.64103	153	126	108	39	9	9	4	17	4.71429	14	0	1	1	2	0	1	0	0	1	2	0	3	90	17	1	27
input_msa						4.4	84	82	79	5	0	1	0	4	3.5	2	0	0	0	1	0	0	0	0	0	0	0	1	77	2	0	5
input_msa						1.55556	84	84	78	9	5	3	1	0	1.75	4	1	0	1	0	0	0	1	0	0	0	0	0	77	4	0	1
input_msa						4.30769	91	83	77	13	4	0	0	9	4.4	5	0	0	1	0	0	0	0	0	0	2	0	1	69	9	0	8
input_msa						3.29412	118	111	101	17	4	0	8	5	4.5	6	0	0	1	0	0	0	0	0	2	2	0	0	95	12	0	11
input_msa						10.0	323	269	136	46	12	10	5	19	10.8667	30	1	2	1	5	1	0	2	0	0	12	2	0	97	118	24	42
input_msa						5.11111	115	112	104	9	0	1	4	4	4.33333	3	0	0	0	1	0	0	0	0	1	0	0	1	102	2	0	11
input_msa						25.5833	102	86	22	12	0	0	1	11	19.8	5	0	0	0	0	0	0	1	0	0	1	1	2	20	0	4	65
input_msa						3.33333	101	90	82	21	9	0	5	7	3.77778	9	0	1	1	0	0	0	1	0	1	3	0	1	68	20	0	11
input_msa						4.89744	145	127	92	39	11	4	7	17	3.9	20	5	1	1	0	0	1	3	2	0	2	2	2	82	10	10	32
input_msa						9.92857	103	77	74	14	0	3	1	10	8.42857	7	0	0	0	1	1	0	1	0	0	2	0	2	49	25	1	28
input_msa						7.0	119	117	82	21	7	6	0	8	5.57143	7	1	1	1	0	1	1	0	0	0	0	0	2	81	1	1	36
input_msa						6.55	137	119	99	20	9	0	4	7	9.55556	9	0	1	1	0	0	0	0	0	1	4	0	0	74	35	7	19
input_msa						10.0	97	97	77	8	0	0	0	8	10.0	2	0	0	0	0	0	0	0	0	0	0	0	2	77	0	0	20
input_msa						8.95918	265	221	112	49	19	1	4	25	11.8966	29	3	6	1	1	0	0	1	0	0	11	1	0	76	56	66	50
input_msa						4.7	126	115	90	20	6	5	0	9	5.6	10	0	0	0	2	0	0	0	0	0	3	1	1	73	33	7	8
input_msa						5.06667	136	129	77	30	6	11	2	11	7.0	17	1	1	0	2	1	1	0	1	0	7	0	1	65	21	33	14
input_msa						9.12121	145	139	63	33	5	4	0	24	8.13333	15	1	2	0	1	0	0	0	0	0	4	0	2	61	2	2	55
input_msa						9.23529	173	155	96	34	4	6	0	24	6.78571	14	2	1	0	2	0	1	0	0	0	2	1	5	83	11	5	71
input_msa						5.54167	117	100	63	24	7	1	0	16	6.76923	13	2	1	0	1	0	0	0	0	0	4	2	2	35	60	7	14
input_msa						13.25	129	128	76	12	4	0	1	7	14.1667	6	0	0	1	0	0	0	1	0	0	2	1	0	72	16	3	23
input_msa						12.2414	201	169	93	29	5	4	2	18	14.0625	16	1	2	0	0	0	1	0	1	0	6	4	1	75	31	16	55
input_msa						4.375	81	73	62	16	2	0	4	10	4.0	7	2	0	0	0	0	0	0	0	1	2	0	2	54	12	1	14
input_msa						19.1667	144	143	59	12	6	0	1	5	20.4286	7	2	0	1	0	0	0	1	0	0	2	0	0	44	56	1	43
input_msa						1.0	79	79	78	4	4	0	0	0	1.0	1	0	0	1	0	0	0	0	0	0	0	0	0	78	0	0	1
input_msa						5.77778	116	103	85	18	2	0	5	11	6.36364	11	2	0	0	0	0	0	1	0	1	4	2	0	62	29	10	10
input_msa						3.25	53	48	43	12	0	4	7	1	4.5	4	0	0	0	0	0	1	0	0	1	1	0	0	38	7	0	8
input_msa						14.25	101	100	39	8	3	1	1	3	18.6667	6	0	0	0	1	0	0	1	0	0	3	0	0	35	23	38	0
input_msa						11.6667	118	104	82	9	3	0	0	6	14.1667	6	0	0	0	0	0	0	0	0	0	4	1	0	57	42	0	6
input_msa						7.45	144	122	110	20	0	0	2	18	6.55556	9	0	0	0	0	0	0	2	0	0	3	0	3	92	18	0	29
input_msa						3.90323	98	90	64	31	12	0	6	13	4.42857	14	1	2	1	0	0	0	2	0	1	3	0	1	53	16	5	23
input_msa						19.6667	100	100	41	12	0	0	4	8	19.6667	3	0	0	0	0	0	0	0	0	1	0	0	2	41	0	0	59
input_msa						3.4	88	85	83	5	0	0	4	1	4.0	2	0	0	0	0	0	0	0	0	1	1	0	0	80	5	0	3
input_msa						1.30769	81	81	76	13	9	4	0	0	1.25	4	1	0	2	0	0	1	0	0	0	0	0	0	76	1	0	4
input_msa						15.6667	164	155	85	18	4	0	4	10	18.7143	7	0	0	1	0	0	0	0	0	1	3	0	1	84	9	0	60
input_msa						4.15385	111	102	99	13	0	5	3	5	4.2	5	0	0	0	1	0	1	0	0	0	1	0	1	90	9	0	9
